"(tBodyAccMean,gravity)" "(tBodyAccJerkMean),gravityMean)" "(tBodyGyroMean,gravityMean)" "(tBodyGyroJerkMean,gravityMean)" "(X,gravityMean)" "(Y,gravityMean)" "(Z,gravityMean)" "label" "class" "subject"
"4700" 0.031974632 0.0058552486 0.28806593 -0.86766721 -0.9748039 0.10383702 0.03643197 "standing" "train" "23"
"4701" 0.012657741 0.50540367 -0.22393164 -0.13216888 -0.98556626 0.10084071 0.029363998 "standing" "train" "23"
"4702" -0.065764738 -0.072176015 -0.63632316 0.93822473 -0.99579291 0.097237173 0.022862978 "standing" "train" "23"
"4703" 0.072154443 0.091236025 0.87333899 -0.44600428 -0.99478823 0.096477498 0.023676308 "standing" "train" "23"
"4704" 0.019082231 0.20018219 -0.42937714 -0.43176972 -0.99510714 0.095558592 0.023399405 "standing" "train" "23"
"4705" -0.07421652 0.051604749 -0.89610842 0.19039249 -0.99669511 0.094604662 0.021955709 "standing" "train" "23"
"4706" 0.3138651 -0.25392579 -0.37804238 0.21385572 -0.99729347 0.094215362 0.021262048 "standing" "train" "23"
"4707" -0.045226252 -0.57534678 -0.21662821 0.46238076 -0.99640511 0.09411281 0.02193855 "standing" "train" "23"
"4708" -0.017910821 0.5733081 -0.53777566 0.19456038 -0.99130345 0.095513704 0.026141305 "standing" "train" "23"
"4709" 0.096487 -0.034461067 -0.01209376 -0.41229503 -0.98618756 0.097225637 0.029811636 "standing" "train" "23"
"4710" 0.049256115 -0.44361513 -0.24998357 -0.064588872 -0.98355211 0.098229106 0.031595228 "standing" "train" "23"
"4711" -0.059310165 0.021567967 0.2896744 0.75087068 -0.98337515 0.097937171 0.031764252 "standing" "train" "23"
"4712" 0.15370533 0.10119882 0.45865532 -0.94646759 -0.98509298 0.097153865 0.030604975 "standing" "train" "23"
"4713" -0.04744013 -0.031530575 0.044242274 -0.58912096 -0.60755246 0.20830981 0.27421582 "standing" "train" "23"
"4714" -0.0075529183 0.025694829 -0.30528096 0.75221543 -0.63317919 0.20342774 0.25668174 "standing" "train" "23"
"4715" 0.013684043 0.7299943 -0.040567621 0.37887701 -0.64890181 0.2027371 0.24467385 "standing" "train" "23"
"4716" 0.0059302386 -0.032128512 0.73147871 -0.59871283 -0.68382462 0.20350667 0.21625004 "standing" "train" "23"
"4717" 0.0053982051 -0.072436648 0.39271054 -0.37903978 -0.69907992 0.20255579 0.20433417 "standing" "train" "23"
"4718" -0.020189825 0.087888343 0.26408154 -0.80740632 -0.68978211 0.20396261 0.21110169 "standing" "train" "23"
"4719" 0.038955027 0.17016656 0.31308816 0.3767353 -0.68209379 0.20594712 0.21617194 "standing" "train" "23"
"4720" 0.071521377 -0.12349716 -0.51463268 -0.97118267 -0.68467892 0.20479998 0.21476413 "standing" "train" "23"
"4721" 0.024053957 -0.30499433 -0.975051 -0.24634078 -0.69026965 0.20259948 0.21154324 "standing" "train" "23"
"4722" -0.046778958 0.27739063 -0.84822739 0.39133528 -0.69319405 0.20111607 0.2100593 "standing" "train" "23"
"4723" 0.096571243 -0.031679328 0.34939032 0.11168686 -0.69614099 0.19943692 0.20867202 "standing" "train" "23"
"4724" 0.035908948 -0.13498387 0.4233618 -0.32539935 -0.69979528 0.19637965 0.20752231 "standing" "train" "23"
"4725" -0.094430216 0.05954105 -0.74728376 -0.88629737 -0.69981349 0.19494165 0.20834648 "standing" "train" "23"
"4726" -0.008356169 0.032676095 -0.83851897 0.80064999 -0.6951183 0.19732281 0.21075817 "standing" "train" "23"
"4727" 0.042968429 -0.44434639 0.80688599 0.65719779 -0.69392028 0.1992935 0.21056567 "standing" "train" "23"
"4728" 0.0086912292 0.0022497942 0.36339045 0.31236281 -0.77936445 -0.029749584 -0.073765003 "sitting" "train" "23"
"4729" -0.043298807 0.12345434 0.27745601 -0.27675197 -0.71768954 -0.045555953 -0.12218174 "sitting" "train" "23"
"4730" 0.15617416 -0.094977935 0.2119673 -0.25173688 -0.70860966 -0.048038436 -0.128695 "sitting" "train" "23"
"4731" 0.10017753 -0.40227201 0.083509086 -0.13898957 -0.70882895 -0.048987411 -0.12745808 "sitting" "train" "23"
"4732" 0.019176755 -0.021671924 -0.22048267 -0.11084747 -0.71113779 -0.049419374 -0.12463815 "sitting" "train" "23"
"4733" -0.15642531 0.93761545 -0.10612159 0.32927691 -0.71432161 -0.049181014 -0.12162761 "sitting" "train" "23"
"4734" -0.1462138 -0.079386341 -0.10109849 0.030891735 -0.7155274 -0.048735287 -0.1208804 "sitting" "train" "23"
"4735" -0.23934874 -0.85313246 0.0099478883 -0.051645816 -0.71608002 -0.048543687 -0.12052347 "sitting" "train" "23"
"4736" -0.065580666 0.2364747 0.033991384 -0.85543037 -0.71641802 -0.048706307 -0.11998912 "sitting" "train" "23"
"4737" 0.1428094 0.073185413 -0.17725519 -0.35638637 -0.71729418 -0.048521544 -0.11928707 "sitting" "train" "23"
"4738" -0.097243078 0.0020752528 -0.55595289 0.47895549 -0.71872999 -0.048102093 -0.11826721 "sitting" "train" "23"
"4739" -0.71933066 -0.12807196 -0.12948951 0.1669073 -0.71986128 -0.047887487 -0.1173296 "sitting" "train" "23"
"4740" -0.12400607 -0.051134293 0.65062233 0.57733732 -0.71986471 -0.04791463 -0.11729489 "sitting" "train" "23"
"4741" 0.064579287 0.61811139 -0.8229285 -0.37297518 -0.71923803 -0.047891351 -0.11797708 "sitting" "train" "23"
"4742" 0.74762008 -0.11346671 0.056883278 -0.40623002 -0.71844603 -0.04792796 -0.11876148 "sitting" "train" "23"
"4743" 0.080776578 -0.85438509 -0.12618876 0.024920805 -0.71799992 -0.048190914 -0.11892752 "sitting" "train" "23"
"4744" -0.24006433 0.52446351 -0.38571442 -0.39224455 -0.7175303 -0.04852886 -0.11903272 "sitting" "train" "23"
"4745" -0.067531852 0.26411653 0.50036346 0.23247926 -0.71714882 -0.048593287 -0.11935697 "sitting" "train" "23"
"4746" 0.069785772 0.1908767 0.43383245 0.020073206 -0.93150296 0.057492008 0.049443308 "sitting" "train" "23"
"4747" 0.01484134 -0.16143992 0.40180512 -0.45081863 -0.89268122 0.062177577 0.088502495 "sitting" "train" "23"
"4748" -0.38835136 0.38307272 0.41054344 -0.33959429 -0.87806504 0.056400062 0.097180475 "sitting" "train" "23"
"4749" -0.0062074407 0.065880031 0.43071072 -0.34832151 -0.87627804 0.05738212 0.099141541 "sitting" "train" "23"
"4750" -0.04699493 0.0098282135 -0.26029176 -0.42604741 -0.87491575 0.0568941 0.099977972 "sitting" "train" "23"
"4751" 0.053003253 0.17074503 -0.34555255 -0.46695705 -0.87518042 0.05673145 0.099680735 "sitting" "train" "23"
"4752" 0.091071742 0.095117345 -0.46743156 0.4010375 -0.87251658 0.056603992 0.10174618 "sitting" "train" "23"
"4753" 0.005180842 -0.072965579 -0.33648681 0.3637475 -0.87139244 0.055228355 0.10192758 "sitting" "train" "23"
"4754" 0.06027382 0.14331227 -0.45748297 -0.085154923 -0.87366308 0.053472108 0.099119826 "sitting" "train" "23"
"4755" 0.033741436 -0.31895718 -0.19107612 0.04468723 -0.87684978 0.051727302 0.095447661 "sitting" "train" "23"
"4756" -0.023795309 -0.066368695 0.076297201 0.1490478 -0.8870941 0.049343042 0.085026404 "sitting" "train" "23"
"4757" 0.0055126102 -0.11999293 0.109338 -0.24970156 -0.89251891 0.048229149 0.079235992 "sitting" "train" "23"
"4758" 0.01655466 -0.41590122 -0.001771446 0.12215969 -0.88499397 0.047688387 0.085624634 "sitting" "train" "23"
"4759" -0.077207172 0.16848716 -0.10976331 0.43499995 -0.87695338 0.04632922 0.091704825 "sitting" "train" "23"
"4760" -0.004757545 0.043648486 -0.0168389 0.083543419 -0.87838503 0.045989716 0.090193909 "sitting" "train" "23"
"4761" 0.16487955 0.092311864 -0.20683263 -0.10058464 -0.88214922 0.046600671 0.087319797 "sitting" "train" "23"
"4762" 0.090676067 -0.1947959 0.85835067 -0.17467073 -0.8807914 0.046910123 0.088761878 "sitting" "train" "23"
"4763" -0.010501156 -0.08913775 0.5900429 0.15065943 -0.87908448 0.046923987 0.090275196 "sitting" "train" "23"
"4764" 0.028657737 -0.059258543 0.15031825 0.0052196688 -0.87869696 0.046792139 0.09051779 "sitting" "train" "23"
"4765" 0.17861464 -0.6933185 0.71753257 -0.059682017 -0.88216864 0.045892562 0.086747696 "sitting" "train" "23"
"4766" -0.046999001 0.13446383 -0.13071372 0.047052132 0.51294756 -0.25326037 -0.75835792 "laying" "train" "23"
"4767" 0.20112148 -0.11401263 -0.10865361 0.14844731 0.52848974 -0.2212938 -0.79321527 "laying" "train" "23"
"4768" -0.065400414 0.17215838 -0.06032471 0.2836635 0.51019973 -0.21438855 -0.79793119 "laying" "train" "23"
"4769" -0.042210039 -0.018309237 0.35490547 0.19863556 0.51892948 -0.21358939 -0.79997367 "laying" "train" "23"
"4770" 0.11078451 -0.46294567 0.34380524 -0.12911756 0.52302188 -0.2080269 -0.80622598 "laying" "train" "23"
"4771" 0.094027594 -0.036711224 0.53009573 -0.37720418 0.52612595 -0.20205533 -0.81275977 "laying" "train" "23"
"4772" -0.31797556 0.098006981 0.20993329 -0.048624037 0.52691126 -0.19878044 -0.81622732 "laying" "train" "23"
"4773" -0.19936735 -0.015612546 -0.092670889 0.039014271 0.5252695 -0.19770568 -0.81712919 "laying" "train" "23"
"4774" 0.036932463 0.26878631 0.38881762 0.046535366 0.5272777 -0.19644566 -0.81867547 "laying" "train" "23"
"4775" 0.10932876 0.097790887 0.27120766 -0.26610731 0.5275772 -0.19425549 -0.82096639 "laying" "train" "23"
"4776" 0.05960398 -0.54337741 0.24447126 -0.25028325 0.52299567 -0.1928967 -0.82178064 "laying" "train" "23"
"4777" 0.18648054 0.010434947 -0.20392475 0.21882261 0.52014051 -0.19284195 -0.82145328 "laying" "train" "23"
"4778" 0.6304502 -0.18484407 0.2713859 -0.29495664 0.52175776 -0.19250754 -0.8220159 "laying" "train" "23"
"4779" -0.020649326 -0.29901397 -0.251354 0.13204092 0.52318159 -0.19193429 -0.82279405 "laying" "train" "23"
"4780" -0.25540995 0.0091931127 0.30973196 0.24639274 0.52389044 -0.19136925 -0.82346765 "laying" "train" "23"
"4781" 0.47489543 0.0062137347 -0.17572489 0.27778059 0.51478306 -0.27657719 -0.73455365 "laying" "train" "23"
"4782" -0.087563671 -0.23410404 -0.10603002 0.26261997 0.51796786 -0.2705434 -0.7411703 "laying" "train" "23"
"4783" -0.01437561 0.32405885 0.043703015 0.06646259 0.51006079 -0.26495481 -0.74592797 "laying" "train" "23"
"4784" 0.2351869 -0.46080646 0.88285588 0.083492021 0.51056449 -0.26131445 -0.7497454 "laying" "train" "23"
"4785" -0.28420254 -0.37515887 0.44039014 -0.32730307 0.50879479 -0.26061929 -0.7502215 "laying" "train" "23"
"4786" -0.14699035 0.1873564 0.43704795 0.026078097 0.50945568 -0.25963679 -0.75132334 "laying" "train" "23"
"4787" 0.17449465 -0.26389218 -0.027578313 0.16181924 0.51113446 -0.25926203 -0.75193566 "laying" "train" "23"
"4788" 0.03244403 0.0061868318 -0.15297193 0.069942454 0.50900864 -0.26195931 -0.74887099 "laying" "train" "23"
"4789" -0.042918801 0.39723391 0.051687167 -0.36701975 0.51376112 -0.26147417 -0.75000098 "laying" "train" "23"
"4790" 0.26329924 0.055866857 0.36720179 -0.22455942 0.51827054 -0.25858384 -0.75354747 "laying" "train" "23"
"4791" -0.20947529 -0.10339891 0.22991301 -0.054463744 0.51931719 -0.25745008 -0.75484423 "laying" "train" "23"
"4792" 0.14370623 -0.091853249 0.16526517 -0.35155755 0.51985692 -0.25633763 -0.75605694 "laying" "train" "23"
"4793" -0.17245874 0.14241842 0.18565136 0.22104381 0.51878562 -0.25580001 -0.7564818 "laying" "train" "23"
"4794" -0.10839219 -0.38500383 0.034503637 0.059013296 0.51643664 -0.25567828 -0.75631624 "laying" "train" "23"
"4795" -0.083237997 -0.11209814 -0.13193369 0.16323134 0.51242895 -0.25593497 -0.75553459 "laying" "train" "23"
"4796" 0.017294546 0.31073893 -0.082385066 0.071116251 0.51316725 -0.25520131 -0.75638758 "laying" "train" "23"
"4797" 0.020953178 -0.28115797 0.15663665 0.17814469 0.51414591 -0.25464286 -0.75709062 "laying" "train" "23"
"4798" 0.010015141 0.14332124 -0.1758089 -0.2669889 0.51373994 -0.25526569 -0.75639614 "laying" "train" "23"
"4799" 0.44697244 0.24395801 0.91338792 -0.62816297 -0.79817592 0.1977095 0.11945577 "walking" "train" "23"
"4800" 0.5794242 -0.79518723 0.92779361 -0.26950183 -0.77831906 0.19919653 0.13752118 "walking" "train" "23"
"4801" -0.47628248 -0.3292476 0.80861355 -0.044555485 -0.77437422 0.20005477 0.14046951 "walking" "train" "23"
"4802" -0.45988136 0.82101239 0.57488421 -0.24794026 -0.77191885 0.20193914 0.14105542 "walking" "train" "23"
"4803" 0.02591698 0.37545605 -0.52550558 -0.16324673 -0.75689731 0.20665128 0.15090656 "walking" "train" "23"
"4804" 0.46482549 -0.50322779 -0.68491743 -0.59186786 -0.73890474 0.21195039 0.16290685 "walking" "train" "23"
"4805" 0.20145562 -0.67723032 -0.80783833 -0.38218721 -0.74154012 0.21568965 0.15708495 "walking" "train" "23"
"4806" 0.17810707 0.27805467 -0.22754901 0.58424941 -0.76306799 0.21067695 0.14116474 "walking" "train" "23"
"4807" -0.14942349 0.68143271 0.59180759 -0.14906414 -0.78055574 0.20249164 0.13216574 "walking" "train" "23"
"4808" -0.81084396 0.8219496 -0.79104735 -0.33871765 -0.79106801 0.1976755 0.12663481 "walking" "train" "23"
"4809" 0.19738807 -0.86858683 -0.69839608 0.037019453 -0.78982889 0.20015082 0.12533124 "walking" "train" "23"
"4810" 0.38071811 -0.51967542 0.45109413 0.50499015 -0.78452138 0.20339118 0.12728009 "walking" "train" "23"
"4811" 0.31916235 -0.94827092 -0.017684917 -0.11027101 -0.79519355 0.20080217 0.11914566 "walking" "train" "23"
"4812" -0.24693175 -0.36132586 -0.13778304 -0.53043942 -0.7963446 0.19982265 0.11903642 "walking" "train" "23"
"4813" -0.89278922 0.060652464 -0.57128341 0.40294714 -0.7794543 0.19999877 0.13567831 "walking" "train" "23"
"4814" 0.22694728 0.47903141 0.92159223 -0.4050244 -0.81313739 0.1993423 0.10132976 "walking" "train" "23"
"4815" 0.76586722 -0.099254868 0.81594788 0.0079782103 -0.79605276 0.19938799 0.1198146 "walking" "train" "23"
"4816" 0.3627452 -0.89522802 0.35188571 0.13723644 -0.78575948 0.2066528 0.12242933 "walking" "train" "23"
"4817" -0.43072516 -0.43031794 -0.577446 0.28208815 -0.7767315 0.21222553 0.12556828 "walking" "train" "23"
"4818" -0.59046745 0.49279801 -0.16308669 0.18104707 -0.7885328 0.20517508 0.12119357 "walking" "train" "23"
"4819" 0.030625311 0.56368497 -0.2688521 -0.059420468 -0.80153219 0.19715246 0.11660925 "walking" "train" "23"
"4820" 0.34867417 0.49265124 -0.11333653 0.10032736 -0.80086065 0.19282695 0.12183634 "walking" "train" "23"
"4821" 0.28603919 -0.72156965 -0.14478857 -0.41307319 -0.80565286 0.1917652 0.11815347 "walking" "train" "23"
"4822" 0.61725458 -0.78922286 -0.83296131 0.019443697 -0.80883993 0.19771338 0.10820561 "walking" "train" "23"
"4823" -0.290347 -0.53515915 0.64400011 0.063964866 -0.81170155 0.19900186 0.10341692 "walking" "train" "23"
"4824" -0.54937689 0.73224336 0.63661217 -0.11440349 -0.8112313 0.19535412 0.1084314 "walking" "train" "23"
"4825" 0.14899953 0.76093419 -0.56844508 -0.143693 -0.7994404 0.19717156 0.11874182 "walking" "train" "23"
"4826" 0.68997935 -0.3843495 -0.71686446 -0.16781111 -0.79120948 0.20142288 0.12257723 "walking" "train" "23"
"4827" -0.19463092 -0.62014178 0.18639658 0.12437039 -0.78832456 0.20011418 0.12687642 "walking" "train" "23"
"4828" -0.20860492 -0.012038458 -0.92856833 -0.81866419 -0.78194742 0.19988744 0.13337707 "walking" "train" "23"
"4829" 0.11713442 -0.74212243 0.44240844 0.70742198 -0.85068174 0.17270483 0.092546423 "walking_downstairs" "train" "23"
"4830" -0.74875631 -0.53892584 0.62427387 0.30212895 -0.87978759 0.16329117 0.072056572 "walking_downstairs" "train" "23"
"4831" -0.40271914 -0.22115969 0.91596589 0.714887 -0.87473048 0.16448613 0.076283314 "walking_downstairs" "train" "23"
"4832" -0.12776928 -0.37758713 0.94766643 -0.17872163 -0.88783038 0.15719507 0.070746866 "walking_downstairs" "train" "23"
"4833" 0.31140724 0.30304232 -0.64996988 -0.57937897 -0.86991526 0.16190042 0.084417854 "walking_downstairs" "train" "23"
"4834" 0.1867306 0.66179523 -0.81693261 0.14301386 -0.83483995 0.17425927 0.10679608 "walking_downstairs" "train" "23"
"4835" -0.62033992 -0.15707105 0.8412754 0.14806854 -0.86549558 0.16125191 0.089505535 "walking_downstairs" "train" "23"
"4836" -0.042298238 -0.44577404 0.44732202 -0.32492617 -0.8853129 0.16140705 0.068108024 "walking_downstairs" "train" "23"
"4837" 0.27695766 -0.48085436 -0.96078674 -0.01791941 -0.85825294 0.18025718 0.073781777 "walking_downstairs" "train" "23"
"4838" 0.041857671 -0.55251386 -0.86520731 0.72069782 -0.7613474 0.18413376 0.16440547 "walking_upstairs" "train" "23"
"4839" -0.33175872 -0.45059406 -0.94933304 0.65336811 -0.66885982 0.21639975 0.22040031 "walking_upstairs" "train" "23"
"4840" -0.52256212 0.75316798 -0.86310307 -0.57845175 -0.63587961 0.22772666 0.24025792 "walking_upstairs" "train" "23"
"4841" -0.069459472 0.50026689 -0.93614584 -0.65629263 -0.6246785 0.22911314 0.24858809 "walking_upstairs" "train" "23"
"4842" -0.13402705 -0.2577074 -0.81724285 0.93273178 -0.60963542 0.23755466 0.25541308 "walking_upstairs" "train" "23"
"4843" 0.19813741 -0.3510944 -0.76982741 -0.16754876 -0.59862608 0.23914637 0.26342875 "walking_upstairs" "train" "23"
"4844" -0.17196553 0.64402152 0.9133967 0.25283447 -0.56953451 0.24580633 0.28285855 "walking_upstairs" "train" "23"
"4845" -0.45115488 0.87319222 0.89399777 0.76718926 -0.54304308 0.25647327 0.29743155 "walking_upstairs" "train" "23"
"4846" 0.2828253 -0.15131578 -0.89634156 -0.72463719 -0.5536701 0.24906632 0.29362745 "walking_upstairs" "train" "23"
"4847" -0.81694219 -0.62170526 0.69979591 -0.40759437 -0.80563847 0.17082496 0.13587354 "walking_downstairs" "train" "23"
"4848" 0.46776017 -0.12529423 0.7495846 0.51030717 -0.81481468 0.16759169 0.13026213 "walking_downstairs" "train" "23"
"4849" 0.510224 0.77150654 0.90754549 0.13208455 -0.80777709 0.16216696 0.13962382 "walking_downstairs" "train" "23"
"4850" 0.70812553 0.98082385 0.94394914 -0.34626992 -0.79584105 0.16346742 0.14860131 "walking_downstairs" "train" "23"
"4851" 0.19561455 -0.35926712 -0.54663524 0.42748639 -0.79206073 0.16732863 0.14944991 "walking_downstairs" "train" "23"
"4852" -0.86160251 -0.60641662 0.68777469 -0.070221997 -0.80230931 0.1603371 0.14511695 "walking_downstairs" "train" "23"
"4853" 0.50598118 0.35009361 -0.70585856 -0.95260951 -0.8042858 0.16100808 0.14314257 "walking_downstairs" "train" "23"
"4854" 0.63883238 0.041530518 -0.96596305 0.084606335 -0.80460838 0.16499684 0.14052852 "walking_downstairs" "train" "23"
"4855" -0.59618178 -0.6309694 -0.63578328 0.79627105 -0.81368397 0.15581145 0.13842645 "walking_downstairs" "train" "23"
"4856" 0.022481934 -0.93214137 -0.98519998 0.23995521 -0.64293577 0.19750465 0.25204024 "walking_upstairs" "train" "23"
"4857" -0.09470459 -0.86586661 -0.96981861 0.15229826 -0.58993048 0.22601647 0.27853517 "walking_upstairs" "train" "23"
"4858" 0.45552299 -0.015491097 -0.94815392 0.83719671 -0.58064134 0.23083865 0.28313566 "walking_upstairs" "train" "23"
"4859" 0.086178922 0.4083327 -0.94520139 -0.33690544 -0.5771859 0.23029045 0.28620346 "walking_upstairs" "train" "23"
"4860" 0.48069163 -0.6912196 -0.59902538 -0.45252774 -0.55803523 0.2392615 0.29617804 "walking_upstairs" "train" "23"
"4861" -0.93424112 0.53994346 0.53627817 0.28484837 -0.56522424 0.24176347 0.28890271 "walking_upstairs" "train" "23"
"4862" -0.37731931 0.77645203 0.93038268 0.054209365 -0.57307539 0.23560073 0.28635741 "walking_upstairs" "train" "23"
"4863" 0.3297748 0.17586668 0.67366 -0.73417902 -0.57143825 0.22426517 0.29410217 "walking_upstairs" "train" "23"
"4864" 0.34186918 0.70340425 -0.35231317 0.41001291 -0.77470272 0.16956465 0.162278 "walking_downstairs" "train" "23"
"4865" -0.35207902 -0.46162119 0.92230457 0.14087592 -0.79604343 0.16093531 0.14983264 "walking_downstairs" "train" "23"
"4866" -0.81966796 -0.83386248 0.93297278 -0.6142325 -0.80410672 0.1530914 0.14742709 "walking_downstairs" "train" "23"
"4867" 0.27773588 -0.77083434 0.92931233 -0.51936148 -0.80650818 0.15226567 0.14593592 "walking_downstairs" "train" "23"
"4868" 0.65329758 0.26415635 -0.81431089 0.39301418 -0.78969491 0.16340514 0.15359521 "walking_downstairs" "train" "23"
"4869" 0.18010145 0.82781312 0.84166695 0.65340115 -0.78331834 0.16145815 0.15970383 "walking_downstairs" "train" "23"
"4870" -0.41540205 -0.30161435 -0.61708324 -0.4130648 -0.78966338 0.15952355 0.15565462 "walking_downstairs" "train" "23"
"4871" -0.2269955 -0.21622375 -0.92668827 -0.018737046 -0.80362385 0.15796452 0.14534454 "walking_downstairs" "train" "23"
"4872" -0.8011682 0.55859539 0.66416389 0.96141328 -0.82484265 0.15140424 0.13182759 "walking_downstairs" "train" "23"
"4873" 0.049458275 -0.92748388 -0.93232802 -0.16524648 -0.62984894 0.18608049 0.26730054 "walking_upstairs" "train" "23"
"4874" -0.39660012 0.31781177 -0.93011682 -0.061746818 -0.58543776 0.22187451 0.28440451 "walking_upstairs" "train" "23"
"4875" 0.00021255673 0.57965496 -0.93276066 0.63668732 -0.57741241 0.22928404 0.28660221 "walking_upstairs" "train" "23"
"4876" -0.04577614 -0.75456531 -0.7651981 0.27964318 -0.56410834 0.2445216 0.28807794 "walking_upstairs" "train" "23"
"4877" -0.030645295 -0.85209136 -0.50019541 0.30609076 -0.55272916 0.25388462 0.29125603 "walking_upstairs" "train" "23"
"4878" -0.67445422 0.677914 0.78648473 0.29160356 -0.57290422 0.24386575 0.28137003 "walking_upstairs" "train" "23"
"4879" -0.072119672 0.72940139 0.89404956 -0.1852348 -0.58619702 0.23103019 0.27858638 "walking_upstairs" "train" "23"
"4880" 0.59843138 -0.33888991 0.91461627 -0.86139869 -0.56982039 0.23146227 0.29137274 "walking_upstairs" "train" "23"
"4881" 0.023984332 -0.11802248 -0.070723545 -0.26710606 -0.86731432 0.14216296 0.10254588 "standing" "train" "23"
"4882" 0.00063884981 0.4090573 0.66665856 -0.85004511 -0.81514446 0.15114756 0.13967347 "standing" "train" "23"
"4883" 0.02194862 0.045687365 0.22470879 -0.43859309 -0.76173965 0.15961682 0.17745525 "standing" "train" "23"
"4884" 0.026880458 -0.12652188 0.25030296 -0.15471081 -0.74151172 0.16217056 0.19194771 "standing" "train" "23"
"4885" -0.085424804 0.59936018 0.043292314 0.5242233 -0.73908134 0.1632778 0.19334619 "standing" "train" "23"
"4886" 0.093677446 -0.29556263 0.38344353 -0.85173211 -0.7377623 0.16424765 0.19394573 "standing" "train" "23"
"4887" 0.011870422 -0.42476335 0.76435815 -0.20331229 -0.73724845 0.16503784 0.19399936 "standing" "train" "23"
"4888" -0.32435594 -0.17198436 -0.31637432 0.21097755 -0.73518605 0.16530625 0.19547284 "standing" "train" "23"
"4889" 0.030065595 0.15086136 -0.21693327 0.70978759 -0.73775866 0.16431366 0.19392008 "standing" "train" "23"
"4890" 0.026308256 0.16240748 -0.16079198 -0.23063712 -0.75734109 0.16018522 0.18060626 "standing" "train" "23"
"4891" 0.0032269689 -0.16472003 0.095984398 -0.57196877 -0.77044112 0.15652012 0.17208178 "standing" "train" "23"
"4892" 0.015668219 -0.12422755 0.11875232 0.43547476 -0.76275419 0.15722949 0.17770326 "standing" "train" "23"
"4893" -0.025975557 -0.055477759 0.85657091 -0.27671492 -0.75339417 0.16011487 0.18368099 "standing" "train" "23"
"4894" 0.056159857 -0.23360733 -0.048126788 0.0056141794 -0.74706357 0.16238329 0.18758291 "standing" "train" "23"
"4895" 0.039718798 0.43110906 -0.67045105 -0.47208786 -0.74497898 0.16251841 0.18913155 "standing" "train" "23"
"4896" -0.040818802 0.13924308 0.41088142 -0.24658768 -0.73987819 0.16279934 0.19293693 "standing" "train" "23"
"4897" 0.0005728893 0.073724258 -0.21146386 0.2239515 -0.73580666 0.16434553 0.19540914 "standing" "train" "23"
"4898" -0.026013697 -0.0075621453 0.27410743 -0.093665721 -0.57266272 0.20090913 0.30448678 "standing" "train" "23"
"4899" 0.02298366 0.061694684 0.076329755 -0.54342913 -0.57208485 0.20250734 0.30423083 "standing" "train" "23"
"4900" -0.0053459561 0.34887293 -0.069350139 -0.47422697 -0.55072295 0.207268 0.31837894 "standing" "train" "23"
"4901" -0.069747826 -0.033054007 0.25403924 0.60266277 -0.56177247 0.20663141 0.31025598 "standing" "train" "23"
"4902" 0.0055836973 -0.17865256 0.21260759 0.14130492 -0.56345483 0.2071561 0.30873757 "standing" "train" "23"
"4903" 0.034468059 -0.05782655 0.072522534 -0.70482281 -0.55958017 0.20787928 0.31136619 "standing" "train" "23"
"4904" -0.0074109133 0.29475614 -0.74631369 0.63956168 -0.56705724 0.2060352 0.30649459 "standing" "train" "23"
"4905" 0.012481252 0.21716461 -0.88438253 0.88969822 -0.58219754 0.20347232 0.29608739 "standing" "train" "23"
"4906" 0.039560518 -0.068911926 0.84244481 -0.88577712 -0.59737029 0.20047997 0.28582927 "standing" "train" "23"
"4907" 0.012184692 0.13146665 0.82426967 -0.44762924 -0.60577332 0.19719503 0.28087319 "standing" "train" "23"
"4908" 0.018192707 -0.0056270701 -0.70212623 0.90932368 -0.60107876 0.19693084 0.28457928 "standing" "train" "23"
"4909" 0.021063613 -0.53639231 -0.93584256 -0.37127136 -0.58601509 0.20024339 0.29461483 "standing" "train" "23"
"4910" -0.10870382 0.32147829 0.91676881 -0.74639148 -0.57436151 0.20347334 0.30207011 "standing" "train" "23"
"4911" -0.033735121 0.50667449 0.95660904 0.84576113 -0.57325153 0.20392755 0.30271416 "standing" "train" "23"
"4912" 0.0069587745 -0.13649463 -0.57456508 0.4405323 -0.56482495 0.20675203 0.30787467 "standing" "train" "23"
"4913" 0.0095258442 -0.50413173 0.91607466 0.8113583 -0.5603648 0.20875907 0.31036866 "standing" "train" "23"
"4914" -0.026184778 0.11898328 -0.81780051 -0.024828304 -0.56974467 0.20398123 0.30536288 "standing" "train" "23"
"4915" 0.16407868 -0.046578884 -0.9223744 -0.83316905 -0.57422743 0.19897932 0.30412526 "standing" "train" "23"
"4916" 0.03519871 0.042307325 0.19218331 0.30977842 -0.7554704 -0.028715184 -0.1019126 "sitting" "train" "23"
"4917" 0.15298333 -0.046079014 0.22540408 -0.1318628 -0.65421607 -0.064471003 -0.1650753 "sitting" "train" "23"
"4918" -0.078438274 0.014398386 0.25585242 -0.24083668 -0.65319334 -0.066567543 -0.16402344 "sitting" "train" "23"
"4919" 0.37996267 0.10730019 0.30361615 -0.29173517 -0.65609405 -0.066206677 -0.16160497 "sitting" "train" "23"
"4920" 0.046410634 -0.26387292 0.38744389 -0.31507438 -0.65617954 -0.06653046 -0.16120406 "sitting" "train" "23"
"4921" 0.30369375 -0.013202659 -0.27183168 -0.011205739 -0.65764008 -0.066323479 -0.16000526 "sitting" "train" "23"
